pr_number,created_at,merged_at,author,number_of_comments,number_of_review_comments,number_of_commits,lines_of_code_changed,number_of_files_changed,number_of_reviewers,number_of_approvals,labels,time_to_first_response,number_of_assignees,review_duration,number_of_changes_requested,number_of_build_runs,number_of_build_failures,number_of_linked_issues,time_since_last_commit,test_coverage,number_of_reviews_requested,number_of_revisions,number_of_milestones,dependency_changes,comment_authors
48897,2023-01-03T05:14:52Z,2023-01-04T04:35:04Z,arantebw,3,3,5,4,1,3,2,"['status: waiting review', 'scope: curriculum']",87.0,0,87550.0,0,0,0,0,45669005.496181,,1,5,0,False,"['ghost', 'arantebw', 'auchynnikau', 'moT01']"
48946,2023-01-06T12:08:46Z,2023-01-06T14:51:04Z,camperbot,0,0,1,348,28,2,2,"['scope: docs', 'scope: i18n', 'crowdin-sync']",,0,9739.0,0,0,0,0,45462782.638297,,0,1,0,False,[]
48855,2022-12-26T13:08:36Z,2023-01-02T16:34:21Z,camperbot,2,2,1,2316,725,3,3,"['scope: curriculum', 'scope: i18n', 'crowdin-sync']",327574.0,0,617147.0,0,0,0,0,45802184.643083,,0,1,0,False,"['ghost', 'lynxlynxlynx', 'naomi-lgbt', 'Sboonny']"
48889,2023-01-01T16:09:43Z,2023-01-02T16:45:56Z,ShaunSHamilton,0,0,2,10,1,2,2,['scope: docs'],,0,156107.0,0,0,0,0,45733957.648973,,0,2,0,False,[]
48899,2023-01-03T08:59:19Z,2023-01-03T17:16:52Z,camperbot,3,0,2,172,63,3,4,"['scope: curriculum', 'scope: i18n', 'crowdin-sync']",221.0,0,29854.0,0,0,0,0,45713234.66031,,1,2,0,False,"['camperbot', 'ojeytonwilliams', 'ghost']"
48896,2023-01-02T16:48:48Z,2023-01-03T13:32:34Z,AnshPhirani,1,0,4,2,1,4,4,"['status: waiting review', 'scope: curriculum']",103.0,0,74626.0,0,0,0,0,45726693.670795,,0,4,0,False,['ghost']
48883,2022-12-31T09:10:44Z,2023-01-02T17:07:19Z,renovate[bot],0,0,1,15,2,0,0,['renovate'],,0,201396.0,0,0,0,0,45800207.689968,,0,1,0,False,[]
48900,2023-01-03T10:06:29Z,2023-01-03T10:43:57Z,ojeytonwilliams,1,0,1,20,10,2,2,"['scope: curriculum', 'scope: i18n']",76.0,0,2248.0,0,0,0,0,45736810.705011,,0,1,0,False,['ghost']
48823,2022-12-22T05:09:50Z,2023-01-02T17:48:08Z,JordanMooree,3,0,1,34,1,1,1,"['status: waiting review', 'scope: tools/scripts']",80.0,0,1040936.0,0,0,0,0,45752721.761416,,2,1,0,False,"['ghost', 'raisedadead', 'JordanMooree']"
48932,2023-01-05T08:37:51Z,2023-01-06T01:18:15Z,AnshPhirani,0,1,4,8,1,3,2,"['status: waiting review', 'scope: docs']",,0,82896.0,1,0,0,0,45488680.769557,,1,4,0,False,['naomi-lgbt']
48887,2023-01-01T00:12:42Z,2023-01-03T07:22:31Z,4ell0,1,0,1,2,1,2,2,"['status: waiting review', 'scope: curriculum']",109.0,0,198590.0,0,0,0,0,45748895.908986,,0,1,0,False,['ghost']
48894,2023-01-02T13:31:27Z,2023-01-02T17:02:53Z,sidemt,1,0,2,8,3,2,2,"['platform: learn', 'scope: i18n']",83.0,0,12686.0,0,0,0,0,45800474.914077,,1,2,0,False,['ghost']
48892,2023-01-02T07:17:38Z,2023-01-02T17:18:51Z,taimoorahmadx,1,0,1,4,1,2,2,['scope: docs'],12133.0,0,36089.0,0,0,0,0,45799500.916052,,0,1,0,False,['taimoorahmadx']
48824,2022-12-22T08:10:23Z,2023-01-02T17:38:28Z,Sboonny,1,0,2,7,2,2,2,"['status: waiting review', 'platform: learn']",85.0,0,986065.0,0,0,0,0,45796759.917651,,2,2,0,False,['ghost']
48799,2022-12-19T16:53:59Z,2023-01-02T18:24:32Z,buzz-buzz-Alaska,2,0,3,2,1,2,2,['status: waiting review'],2018.0,0,1215034.0,0,0,0,0,45795574.92123,,1,3,0,False,"['ghost', 'raisedadead']"
48866,2022-12-29T17:31:24Z,2023-01-02T17:36:35Z,naomi-lgbt,1,0,1,4,1,2,2,['scope: curriculum'],85.0,0,352683.0,0,0,0,0,45791680.92559,,0,1,0,False,['ghost']
48893,2023-01-02T12:08:51Z,2023-01-02T17:17:36Z,camperbot,0,0,1,32,8,2,2,"['scope: docs', 'scope: i18n', 'crowdin-sync']",,0,18526.0,0,0,0,0,45799591.161191,,0,1,0,False,[]
48854,2022-12-26T12:23:49Z,2023-01-02T17:12:40Z,camperbot,0,0,1,49,9,2,3,"['platform: learn', 'scope: i18n', 'crowdin-sync']",,0,622132.0,0,0,0,0,45799887.203945,,2,1,0,False,[]
48832,2022-12-23T09:39:08Z,2023-01-05T07:07:47Z,leonfeng,3,30,1,951,1,2,0,"['status: waiting review', 'platform: learn', 'scope: i18n']",66.0,0,1164866.0,0,0,0,0,45526234.258567,,1,1,0,False,"['ghost', 'leonfeng', 'miyaliu666']"
48853,2022-12-26T12:09:20Z,2023-01-02T07:56:29Z,camperbot,0,0,1,230,22,2,3,"['scope: docs', 'scope: i18n', 'crowdin-sync']",,0,589629.0,0,0,0,0,45833261.199458,,0,1,0,False,[]
48879,2022-12-31T05:23:37Z,2022-12-31T08:44:40Z,renovate[bot],0,0,1,13,2,2,2,['renovate'],,0,12064.0,0,0,0,0,46003179.348167,,0,1,0,False,[]
48880,2022-12-31T08:57:36Z,2022-12-31T22:51:59Z,renovate[bot],0,0,1,13,2,2,2,['renovate'],,0,50064.0,0,0,0,0,45952340.362279,,0,1,0,False,[]
48867,2022-12-29T18:28:31Z,2022-12-30T06:47:18Z,naomi-lgbt,0,0,1,28,2,2,2,"['status: waiting review', 'scope: docs']",,0,79693.0,0,0,0,0,46061256.570632,,0,1,0,False,[]
48876,2022-12-31T01:33:52Z,2022-12-31T14:03:17Z,renovate[bot],0,0,1,13,2,2,2,['renovate'],,0,44966.0,0,0,0,0,45984062.596047,,0,1,0,False,[]
48829,2022-12-22T14:45:00Z,2022-12-31T09:40:09Z,Sriparno08,8,0,1,2,1,4,3,"['status: waiting review', 'scope: curriculum']",10.0,0,782600.0,0,0,0,0,45976560.670366,,0,1,0,False,"['camperbot', 'Sboonny', 'ghost', 'Sriparno08']"
48878,2022-12-31T05:22:27Z,2022-12-31T17:07:28Z,renovate[bot],0,0,1,16,2,2,2,['renovate'],,0,42302.0,0,0,0,0,45973011.706715,,0,1,0,False,[]
48881,2022-12-31T08:58:40Z,2023-01-01T04:23:11Z,renovate[bot],0,0,1,168,2,2,2,['renovate'],,0,69872.0,0,0,0,0,45932470.232693,,0,1,0,False,[]
48720,2022-12-11T05:06:45Z,2022-12-31T18:30:11Z,nayabatir1,5,5,13,158,67,3,2,['scope: curriculum'],85.0,0,1776551.0,2,0,0,0,45967706.313349,,0,13,0,False,"['nayabatir1', 'jeremylt', 'raisedadead', 'ghost', 'Sboonny']"
48842,2022-12-24T07:54:38Z,2022-12-24T19:00:18Z,renovate[bot],0,0,1,18,2,2,2,"['platform: learn', 'renovate']",,0,39941.0,0,0,0,0,46571043.328902,,0,1,0,False,[]
48885,2022-12-31T10:20:30Z,2022-12-31T19:09:30Z,pratikbhangire123,3,2,3,4,1,3,2,"['status: waiting review', 'scope: docs']",5678.0,0,31741.0,0,0,0,0,45965691.343572,,0,3,0,False,"['gikf', 'pratikbhangire123']"
48882,2022-12-31T09:09:41Z,2023-01-01T01:39:55Z,renovate[bot],0,0,1,36,2,2,2,"['platform: learn', 'renovate']",,0,59415.0,0,0,0,0,45942266.347414,,0,1,0,False,[]
48838,2022-12-24T01:32:53Z,2022-12-24T06:59:21Z,renovate[bot],0,0,1,65,2,2,2,['renovate'],,0,19589.0,0,0,0,0,46614300.35197,,0,1,0,False,[]
48840,2022-12-24T04:53:58Z,2022-12-24T10:22:29Z,renovate[bot],0,0,1,293,2,2,2,"['platform: learn', 'renovate']",,0,19712.0,0,0,0,0,46602112.357474,,0,1,0,False,[]
48769,2022-12-16T08:59:14Z,2022-12-22T05:21:20Z,Sboonny,2,0,3,149,23,2,2,"['status: waiting review', 'platform: learn']",80.0,0,510022.0,0,0,0,0,46788286.361787,,1,3,0,False,"['ghost', 'raisedadead']"
48815,2022-12-21T13:12:09Z,2022-12-21T16:11:09Z,camperbot,0,0,1,152,31,2,2,"['scope: curriculum', 'scope: i18n', 'crowdin-sync']",,0,10741.0,0,0,0,0,46840392.36414,,0,1,0,False,[]
48828,2022-12-22T13:08:41Z,2022-12-22T17:23:27Z,camperbot,0,0,1,294,52,2,2,"['scope: curriculum', 'scope: i18n', 'crowdin-sync']",,0,15287.0,0,0,0,0,46749654.366962,,1,1,0,False,[]
48839,2022-12-24T04:53:29Z,2022-12-24T13:26:19Z,renovate[bot],0,0,1,1361,2,2,2,"['scope: tools/scripts', 'renovate']",,0,30771.0,0,0,0,0,46591082.369712,,0,1,0,False,[]
48831,2022-12-23T09:28:33Z,2022-12-23T22:16:20Z,memgonzales,1,0,1,4,1,2,2,"['status: waiting review', 'scope: curriculum']",77.0,0,46067.0,0,0,0,0,46645682.372489,,0,1,0,False,['ghost']
48837,2022-12-24T01:31:50Z,2022-12-24T04:48:40Z,renovate[bot],0,0,1,236,4,2,2,"['platform: learn', 'scope: tools/scripts', 'renovate']",,0,11811.0,0,0,0,0,46622141.375732,,0,1,0,False,[]
48841,2022-12-24T07:54:05Z,2022-12-24T15:59:13Z,renovate[bot],0,0,1,18,2,2,2,"['platform: learn', 'renovate']",,0,29109.0,0,0,0,0,46581908.617832,,0,1,0,False,[]
48808,2022-12-20T16:46:27Z,2022-12-22T07:48:58Z,Sboonny,0,7,6,20,1,4,2,"['status: waiting review', 'scope: docs']",,1,142066.0,1,0,0,0,46782609.951945,,1,6,0,False,"['raisedadead', 'Sboonny', 'moT01']"
48702,2022-12-09T16:38:54Z,2022-12-23T23:00:39Z,mmatsumoto1026,16,4,12,111,9,3,2,"['status: waiting review', 'platform: learn', 'scope: i18n']",115.0,1,1240454.0,0,0,0,0,46635076.418446,,3,12,0,False,"['mmatsumoto1026', 'raisedadead', 'bbsmooth', 'moT01', 'ghost', 'Sboonny']"
48161,2022-10-20T18:10:44Z,2022-10-29T15:05:18Z,denquinlan,4,0,2,2,1,2,2,"['status: waiting review', 'scope: curriculum']",8.0,0,5395891.0,0,0,0,0,46794129.456436,,2,2,0,False,"['ghost', 'denquinlan', 'ilenia-magoni', 'gitpod-io[bot]']"
48813,2022-12-21T12:08:55Z,2022-12-21T16:10:37Z,camperbot,0,0,1,72,4,2,2,"['scope: docs', 'scope: i18n', 'crowdin-sync']",,0,14503.0,0,0,0,0,46840426.485438,,0,1,0,False,[]
48814,2022-12-21T12:23:51Z,2022-12-21T15:34:21Z,camperbot,0,0,1,11,10,2,2,"['platform: learn', 'scope: i18n', 'crowdin-sync']",,0,11431.0,0,0,0,0,46842602.506818,,1,1,0,False,[]
48512,2022-11-14T21:43:45Z,2022-12-22T15:50:25Z,KravMaguy,7,18,14,25,1,5,3,"['status: waiting review', 'platform: learn']",8.0,0,3262000.0,6,0,0,0,46755239.540497,,0,14,0,False,"['naomi-lgbt', 'ojeytonwilliams', 'jeremylt', 'raisedadead', 'ghost', 'KravMaguy', 'gitpod-io[bot]']"
48847,2022-12-24T13:47:41Z,2022-12-25T01:04:20Z,renovate[bot],0,0,1,54,2,2,2,"['scope: tools/scripts', 'renovate']",,0,40600.0,0,0,0,0,46549203.556626,,0,1,0,False,[]
48010,2022-10-12T17:37:35Z,2022-10-17T17:32:40Z,nayabatir1,9,4,5,2,1,4,2,"['status: waiting review', 'scope: curriculum']",9.0,0,6088514.0,2,0,0,0,46794695.562978,,1,5,0,False,"['ghost', 'nayabatir1', 'ilenia-magoni', 'gitpod-io[bot]']"
48827,2022-12-22T12:23:58Z,2022-12-22T17:23:48Z,camperbot,0,0,1,429,11,2,2,"['platform: learn', 'scope: i18n', 'crowdin-sync']",,0,17991.0,0,0,0,0,46749635.566016,,0,1,0,False,[]
48804,2022-12-20T13:14:04Z,2022-12-20T15:00:40Z,camperbot,0,0,1,122,16,2,2,"['scope: curriculum', 'scope: i18n', 'crowdin-sync']",,0,6397.0,0,0,0,0,46931023.569876,,0,1,0,False,[]
48843,2022-12-24T09:57:44Z,2022-12-24T20:56:06Z,Aditya753b,0,0,2,2,1,2,2,['scope: docs'],,0,39503.0,0,0,0,0,46564097.580531,,0,2,0,False,[]
48875,2022-12-31T01:32:48Z,2022-12-31T05:07:02Z,renovate[bot],0,0,1,15,2,2,2,"['scope: tools/scripts', 'renovate']",,0,12855.0,0,0,0,0,46016241.594157,,0,1,0,False,[]
48845,2022-12-24T10:40:32Z,2022-12-25T04:15:17Z,renovate[bot],0,0,1,168,2,2,2,['renovate'],,0,63286.0,0,0,0,0,46537746.63692,,0,1,0,False,[]
48802,2022-12-20T12:08:55Z,2022-12-20T12:41:39Z,camperbot,0,0,1,1997,24,2,2,"['scope: docs', 'scope: i18n', 'crowdin-sync']",,0,1965.0,0,0,0,0,46939364.677026,,0,1,0,False,[]
48833,2022-12-23T12:23:52Z,2022-12-23T15:52:49Z,camperbot,0,0,1,80,1,2,2,"['platform: learn', 'scope: i18n', 'crowdin-sync']",,0,12538.0,0,0,0,0,46668694.718431,,1,1,0,False,[]
48798,2022-12-19T16:13:36Z,2022-12-19T18:30:58Z,raisedadead,0,0,1,2,1,0,0,['scope: docs'],,0,8243.0,0,0,0,0,47004805.764037,,0,1,0,False,[]
48792,2022-12-19T12:24:12Z,2022-12-19T14:53:02Z,camperbot,0,0,1,116,2,2,2,"['platform: learn', 'scope: i18n', 'crowdin-sync']",,0,8931.0,0,0,0,0,47017881.817277,,1,1,0,False,[]
46379,2022-06-07T10:04:06Z,2022-12-20T12:33:07Z,ahmaxed,13,0,19,944,25,2,1,"['status: waiting review', 'platform: api', 'platform: learn', 'scope: i18n']",6.0,0,16943341.0,0,0,0,0,46939879.967334,,0,19,0,False,"['ahmaxed', 'ojeytonwilliams', 'raisedadead', 'bbsmooth', 'moT01', 'ghost', 'gitpod-io[bot]']"
48793,2022-12-19T13:04:36Z,2022-12-20T11:22:37Z,roygav,4,0,2,7,1,2,2,"['status: waiting review', 'scope: curriculum']",69.0,0,80316.0,0,0,0,0,46944075.05235,,0,2,0,False,"['ghost', 'Sembauke', 'raisedadead', 'roygav']"
48783,2022-12-17T09:05:01Z,2022-12-20T17:07:33Z,Sriparno08,4,1,4,2,1,2,2,"['status: waiting review', 'scope: curriculum']",106.0,0,360906.0,0,0,0,0,46850660.069838,,0,4,0,False,"['ghost', 'raisedadead', 'Sriparno08', 'naomi-lgbt']"
48834,2022-12-23T13:07:12Z,2022-12-23T18:45:50Z,camperbot,0,0,1,88,11,2,2,"['scope: curriculum', 'scope: i18n', 'crowdin-sync']",,0,20319.0,0,0,0,0,46658316.081458,,0,1,0,False,[]
48826,2022-12-22T12:08:58Z,2022-12-23T18:47:17Z,camperbot,0,0,1,384,13,2,3,"['scope: docs', 'scope: i18n', 'crowdin-sync']",,0,110300.0,0,0,0,0,46658229.09145,,0,1,0,False,[]
48860,2022-12-28T00:47:31Z,2022-12-28T06:08:41Z,arantebw,1,0,1,2,1,2,2,"['status: waiting review', 'scope: curriculum']",99.0,0,20801.0,0,0,0,0,46270215.118819,,0,1,0,False,['ghost']
48271,2022-10-27T01:05:05Z,2022-10-27T06:38:13Z,naomi-lgbt,4,0,1,8,1,2,2,"['status: waiting review', 'scope: tools/scripts']",9.0,0,4706991.0,0,0,0,0,46939771.125361,,0,1,0,False,"['ghost', 'raisedadead', 'bbsmooth', 'gitpod-io[bot]']"
48791,2022-12-19T12:08:48Z,2022-12-19T14:52:22Z,camperbot,0,0,1,108,4,2,2,"['scope: docs', 'scope: i18n', 'crowdin-sync']",,0,9815.0,0,0,0,0,47017924.134311,,0,1,0,False,[]
48774,2022-12-16T22:59:50Z,2022-12-19T22:10:23Z,moT01,1,3,4,236,2,2,2,['scope: docs'],231369.0,0,256388.0,0,0,0,0,46991489.150735,,0,4,0,False,"['raisedadead', 'Sboonny']"
48117,2022-10-18T17:05:10Z,2022-12-19T14:59:50Z,raisedadead,5,0,1,60,9,1,0,"['status: blocked', 'scope: tools/scripts']",57773.0,0,5349281.0,0,0,0,0,47017476.166832,,1,1,0,False,"['naomi-lgbt', 'ShaunSHamilton', 'raisedadead', 'gitpod-io[bot]']"
48794,2022-12-19T13:11:22Z,2022-12-19T18:41:10Z,camperbot,3,0,1,680,73,2,2,"['scope: curriculum', 'scope: i18n', 'crowdin-sync']",7505.0,0,19789.0,0,0,0,0,47004196.172253,,0,1,0,False,"['raisedadead', 'naomi-lgbt', 'ghost']"
48844,2022-12-24T10:39:18Z,2022-12-25T07:16:37Z,renovate[bot],0,0,1,36,2,2,2,"['platform: learn', 'renovate']",,0,74241.0,0,0,0,0,46526868.20262,,0,1,0,False,[]
48812,2022-12-21T12:05:56Z,2022-12-21T20:26:15Z,Libra2003,0,17,11,41,1,3,2,"['status: waiting review', 'scope: docs']",,0,762206.0,0,0,0,0,46092907.029159,,0,11,0,False,"['Libra2003', 'Sboonny']"
48784,2022-12-17T12:30:23Z,2022-12-19T08:35:57Z,renovate[bot],0,0,1,299,3,2,2,"['platform: learn', 'renovate']",,0,158735.0,0,0,0,0,47040518.687085,,0,1,0,False,[]
48795,2022-12-19T13:30:02Z,2022-12-19T13:52:19Z,ojeytonwilliams,2,0,1,2,1,2,2,[],129.0,0,1338.0,0,0,0,0,47021536.715156,,2,1,0,False,"['ghost', 'ojeytonwilliams']"
48697,2022-12-09T12:25:26Z,2022-12-16T16:57:40Z,Sboonny,2,0,3,56,5,2,2,"['status: waiting review', 'scope: tools/scripts']",73.0,1,835320.0,0,0,0,0,47055432.424063,,1,3,0,False,"['ghost', 'Sboonny']"
48781,2022-12-17T08:15:17Z,2022-12-17T15:08:49Z,renovate[bot],0,0,1,36,2,2,2,"['platform: learn', 'renovate']",,0,24813.0,0,0,0,0,47189748.574078,,0,1,0,False,[]
48782,2022-12-17T08:16:17Z,2022-12-17T18:10:31Z,renovate[bot],0,0,1,54,2,2,2,"['scope: tools/scripts', 'renovate']",,0,35655.0,0,0,0,0,47178846.578848,,0,1,0,False,[]
48727,2022-12-11T14:16:09Z,2022-12-11T22:17:45Z,Sboonny,1,1,2,6,1,2,2,"['status: waiting review', 'scope: curriculum']",94.0,0,655682.0,1,0,0,0,47055627.598802,,0,2,0,False,"['ghost', 'ShaunSHamilton']"
48777,2022-12-17T02:38:44Z,2022-12-17T08:02:57Z,renovate[bot],0,0,1,50,15,2,2,"['scope: tools/scripts', 'renovate']",,0,19454.0,0,0,0,0,47215302.559396,,2,1,0,False,[]
48778,2022-12-17T02:39:49Z,2022-12-17T05:16:57Z,renovate[bot],0,0,1,28,2,2,2,"['scope: tools/scripts', 'renovate']",,0,9429.0,0,0,0,0,47225262.634015,,0,1,0,False,[]
48771,2022-12-16T12:08:27Z,2022-12-16T17:02:19Z,camperbot,0,0,1,14,4,2,2,"['scope: docs', 'scope: i18n', 'crowdin-sync']",,0,17633.0,0,0,0,0,47269340.644681,,0,1,0,False,[]
48780,2022-12-17T05:29:53Z,2022-12-17T11:31:25Z,renovate[bot],0,0,1,15,2,2,2,"['platform: learn', 'renovate']",,0,21693.0,0,0,0,0,47202794.680791,,0,1,0,False,[]
48513,2022-11-15T07:06:08Z,2022-12-16T16:59:04Z,Sboonny,1,1,1,15,2,3,2,"['status: waiting review', 'platform: learn']",78.0,0,2781163.0,0,0,0,0,47202350.071272,,2,1,0,False,"['ghost', 'Sboonny']"
48779,2022-12-17T05:28:50Z,2022-12-17T12:25:05Z,renovate[bot],0,0,1,16,2,2,2,['renovate'],,0,24976.0,0,0,0,0,47199575.077254,,0,1,0,False,[]
47254,2022-08-10T19:44:21Z,2022-12-12T18:34:34Z,naomi-lgbt,12,0,4,70,4,4,2,"['status: waiting review', 'platform: learn']",8.0,0,10718392.0,0,0,0,0,47600428.223959,,1,4,0,False,"['DylanDevelops', 'ahmaxed', 'moT01', 'ghost', 'vishalscodes', 'gitpod-io[bot]']"
48755,2022-12-14T12:24:46Z,2022-12-14T13:16:22Z,camperbot,0,0,1,98,3,2,3,"['platform: learn', 'scope: i18n', 'crowdin-sync']",,0,3097.0,0,0,0,0,47455698.29197,,1,1,0,False,[]
48766,2022-12-15T14:56:45Z,2022-12-16T15:02:28Z,Endless8,1,4,4,2,1,4,2,"['status: waiting review', 'platform: learn']",100.0,0,94611.0,0,0,0,0,47268665.296215,,2,4,0,False,"['ghost', 'Endless8', 'Sboonny', 'bbsmooth']"
48754,2022-12-14T12:08:54Z,2022-12-14T13:15:52Z,camperbot,0,0,1,2,1,2,2,"['scope: docs', 'scope: i18n', 'crowdin-sync']",,0,4019.0,0,0,0,0,47455728.299688,,0,1,0,False,[]
48765,2022-12-15T13:08:18Z,2022-12-15T14:51:03Z,camperbot,0,0,1,224,47,2,2,"['scope: curriculum', 'scope: i18n', 'crowdin-sync']",,0,6166.0,0,0,0,0,47363617.304074,,0,1,0,False,[]
48756,2022-12-14T13:05:01Z,2022-12-14T13:52:53Z,camperbot,0,0,1,230,39,2,2,"['scope: curriculum', 'scope: i18n', 'crowdin-sync']",,0,2874.0,0,0,0,0,47453506.309575,,0,1,0,False,[]
48750,2022-12-13T16:57:45Z,2022-12-14T14:01:20Z,Sboonny,0,1,2,8,1,2,2,"['status: waiting review', 'scope: docs']",,0,83518.0,1,0,0,0,47445298.315098,,0,2,0,False,['raisedadead']
48745,2022-12-13T12:09:32Z,2022-12-13T20:40:08Z,camperbot,0,0,1,8,2,2,2,"['scope: docs', 'scope: i18n', 'crowdin-sync']",,0,30637.0,0,0,0,0,47515472.318719,,0,1,0,False,[]
48763,2022-12-14T21:39:34Z,2022-12-15T08:25:45Z,Endless8,1,0,1,2,1,2,2,['scope: curriculum'],82.0,0,40071.0,0,0,0,0,47385436.323067,,0,1,0,False,['ghost']
48748,2022-12-13T16:30:22Z,2022-12-13T17:43:53Z,ojeytonwilliams,1,0,1,2,1,2,2,"['status: waiting review', 'scope: tools/scripts']",76.0,0,4610.0,0,0,0,0,47525849.328364,,1,1,0,False,['ghost']
48742,2022-12-12T16:41:49Z,2022-12-15T04:22:31Z,Sriparno08,5,0,3,2,1,2,2,['scope: curriculum'],85.0,0,215995.0,0,0,0,0,47400177.348187,,0,3,0,False,"['ghost', 'raisedadead', 'Sriparno08']"
48747,2022-12-13T13:08:32Z,2022-12-14T06:49:55Z,camperbot,0,0,1,450,215,2,2,"['scope: curriculum', 'scope: i18n', 'crowdin-sync']",,0,63684.0,0,0,0,0,47478886.601317,,0,1,0,False,[]
48773,2022-12-16T13:05:14Z,2022-12-16T17:03:45Z,camperbot,0,0,1,236,31,2,2,"['scope: curriculum', 'scope: i18n', 'crowdin-sync']",,0,14312.0,0,0,0,0,47269256.976752,,0,1,0,False,[]
48746,2022-12-13T12:24:14Z,2022-12-14T07:13:48Z,camperbot,0,0,1,270,9,2,2,"['platform: learn', 'scope: i18n', 'crowdin-sync']",,0,67775.0,0,0,0,0,47477454.24601,,1,1,0,False,[]
48760,2022-12-14T18:28:31Z,2022-12-14T23:08:31Z,albert-tarkaa,2,0,2,14,1,2,2,['scope: docs'],6944.0,0,16800.0,0,0,0,0,47420172.277426,,0,2,0,False,"['albert-tarkaa', 'ShaunSHamilton']"
48764,2022-12-15T12:08:54Z,2022-12-15T14:52:34Z,camperbot,0,0,1,176,16,2,2,"['scope: docs', 'scope: i18n', 'crowdin-sync']",,0,9822.0,0,0,0,0,47363527.288887,,0,1,0,False,[]
48729,2022-12-11T19:24:26Z,2022-12-12T00:51:46Z,renovate[bot],0,0,1,21,3,2,2,"['platform: learn', 'scope: tools/scripts', 'renovate']",,0,19641.0,0,0,0,0,47673176.298314,,0,1,0,False,[]
48736,2022-12-12T12:24:28Z,2022-12-12T13:14:41Z,camperbot,0,0,1,26,3,2,2,"['platform: learn', 'scope: i18n', 'crowdin-sync']",,0,3014.0,0,0,0,0,47628601.307955,,1,1,0,False,[]
48287,2022-10-28T10:37:56Z,2022-12-16T16:03:18Z,Sboonny,6,1,24,252,9,3,2,"['status: waiting review', 'platform: learn']",7.0,2,4253145.0,0,0,0,0,47272862.339263,,2,24,0,False,"['ghost', 'ojeytonwilliams', 'Sboonny', 'gitpod-io[bot]']"
48734,2022-12-12T08:56:08Z,2022-12-12T17:07:04Z,Sembauke,1,6,4,198,8,3,2,['scope: tools/scripts'],73.0,0,30137.0,1,0,0,0,47613978.394004,,1,4,0,False,"['ghost', 'Sembauke', 'ojeytonwilliams']"
48714,2022-12-10T10:11:25Z,2022-12-12T22:19:08Z,renovate[bot],0,0,1,168,2,2,2,['renovate'],,0,216464.0,0,0,0,0,47595934.397444,,0,1,0,False,[]
48740,2022-12-12T15:25:10Z,2022-12-12T16:19:11Z,raisedadead,1,0,1,2,1,2,2,[],79.0,0,3242.0,0,0,0,0,47617531.423465,,1,1,0,False,['ghost']
48568,2022-11-22T05:18:41Z,2022-12-14T14:20:10Z,bryanleemoore,9,3,8,19,1,3,2,"['status: waiting review', 'platform: learn']",9.0,0,1933311.0,1,0,0,0,47451851.456084,,1,8,0,False,"['ghost', 'bryanleemoore', 'Sembauke', 'Sboonny', 'gitpod-io[bot]']"
48735,2022-12-12T12:09:05Z,2022-12-12T13:14:04Z,camperbot,0,0,1,32,8,2,2,"['scope: docs', 'scope: i18n', 'crowdin-sync']",,0,3901.0,0,0,0,0,47628637.463714,,0,1,0,False,[]
48772,2022-12-16T12:24:02Z,2022-12-16T17:02:41Z,camperbot,0,0,1,36,3,3,3,"['platform: learn', 'scope: i18n', 'crowdin-sync']",,0,16727.0,0,0,0,0,47269314.475178,,1,1,0,False,[]
48711,2022-12-10T09:58:10Z,2022-12-11T05:27:19Z,renovate[bot],0,0,1,45,8,2,2,"['platform: learn', 'scope: tools/scripts', 'renovate']",,0,70149.0,0,0,0,0,47743044.480146,,0,1,0,False,[]
48613,2022-11-27T11:47:30Z,2022-12-12T17:06:14Z,chowdharysn56,3,0,1,46,23,2,2,['scope: curriculum'],4.0,0,1315124.0,0,0,0,0,47614709.556509,,0,1,0,False,"['ghost', 'sidemt', 'gitpod-io[bot]']"
48716,2022-12-10T12:44:00Z,2022-12-11T12:41:57Z,renovate[bot],0,0,1,1066,2,2,2,"['platform: learn', 'renovate']",,0,86278.0,0,0,0,0,47716965.68576,,0,1,0,False,[]
48739,2022-12-12T14:14:34Z,2022-12-12T15:22:27Z,ahmaxed,1,0,1,34,3,2,2,"['platform: learn', 'scope: i18n', 'scope: tools/scripts']",83.0,0,4073.0,0,0,0,0,47620936.735859,,2,1,0,False,['ghost']
48713,2022-12-10T10:10:15Z,2022-12-11T10:12:02Z,renovate[bot],0,0,1,109,2,2,2,['renovate'],,0,86508.0,0,0,0,0,47725960.757178,,0,1,0,False,[]
48738,2022-12-12T13:11:38Z,2022-12-12T15:26:33Z,camperbot,0,0,1,8367,831,2,2,"['scope: curriculum', 'scope: i18n', 'crowdin-sync']",,0,8096.0,0,0,0,0,47620690.00265,,0,1,0,False,[]
48719,2022-12-10T21:03:49Z,2022-12-11T02:28:11Z,renovate[bot],0,0,1,16,2,2,2,['renovate'],,0,19464.0,0,0,0,0,47753791.802066,,0,1,0,False,[]
48712,2022-12-10T09:59:12Z,2022-12-11T07:37:45Z,renovate[bot],0,0,1,36,2,2,2,"['platform: learn', 'renovate']",,0,77914.0,0,0,0,0,47735219.553808,,0,1,0,False,[]
48701,2022-12-09T15:01:30Z,2022-12-10T15:12:42Z,Sembauke,2,0,2,19,6,2,2,"['status: waiting review', 'scope: tools/scripts']",76.0,0,156505.0,0,0,0,0,47724890.851711,,2,2,0,False,"['ghost', 'Sembauke']"
